Day,Hour,WS,WD,Temp,Mix.Height,K_ANG1,Flux_ANG1,K_ANG2,Flux_ANG2,K_CCH1,Flux_CCH1,K_CCH2,Flux_CCH2,K_CTA,Flux_CTA,K_CTH,Flux_CTH,K_CTM1,Flux_CTM1,K_CTM2,Flux_CTM2,K_CTM7,Flux_CTM7,FFEE
11,19,3.1,200.8,294.5,143.43,280.1690063,1766194.75,280.1690063,1766194.75,89.8219986,2314153,89.8219986,2314153,0,12001.71973,865.7739868,244280,359.4119873,531379.0625,359.4119873,531379.0625,157.3999939,510299,9.74829224663201
11,20,3.79,190.96,293.61,163.76,259.0169983,1729743.125,259.0169983,1729743.125,88.88700104,2437794.5,88.88700104,2437794.5,0,10307.6377,1053.328003,0,433.2009888,416495.8438,433.2009888,416495.8438,175.5,495561,7.88619467747587
11,21,3.51,185.9,293.23,143.24,254.5449982,1748199.375,254.5449982,1748199.375,88.70700073,2572238.75,88.70700073,2572238.75,0,9666.946289,833.1040039,0,377.0209961,481521.1875,377.0209961,481521.1875,156.3000031,518909,10.2078154036613
11,22,2.29,166.02,292.73,85.1,258.4570007,1741752,258.4570007,1741752,97.23000336,2557177.25,97.23000336,2557177.25,4170.402832,20393.05273,745.3430176,0,348.0299988,504366.4375,348.0299988,504366.4375,147.3000031,503278,11.666972891094
11,23,2,124.75,292.77,74.44,265.3519897,1734984.625,265.3519897,1734984.625,122.2080002,2307905.25,122.2080002,2307905.25,8954.594727,26954.66211,573.3239746,0,313.5119934,534507.5,313.5119934,534507.5,155.8999939,485970,13.9503000208603
12,0,1.8,103.91,293.11,71.29,261.7319946,1735473.375,261.7319946,1735473.375,139.4400024,2236883,139.4400024,2236883,8859.302734,24109.06641,449.8859863,0,329.506012,591239.6875,329.506012,591239.6875,164.8999939,472465,14.5687130257182
12,1,1.95,164.96,292.74,71.39,260.5310059,1730994.625,260.5310059,1730994.625,100.3560028,2642600,100.3560028,2642600,0,22974.29297,192.5630035,0,347.4710083,598501.9375,347.4710083,598501.9375,146.8999939,487928,16.0741657565829
12,2,1.87,186.65,292.11,67.76,260.5440063,1735314.625,260.5440063,1735314.625,110.3059998,2673217.75,110.3059998,2673217.75,0,28668.94727,14.01299953,0,343.6239929,595037.0625,343.6239929,595037.0625,150.3999939,492279,16.1393220251169
12,3,1.9,152.36,291.76,70.2,260.6740112,1727135.375,260.6740112,1727135.375,82.10099792,2673864.75,82.10099792,2673864.75,0,27634.02734,47.64599991,0,354.901001,600514.375,354.901001,600514.375,129.5,531754,15.8289724302576
12,4,1.7,147.64,292,65.38,261.3699951,1739886.625,261.3699951,1739886.625,82.1289978,2717110.25,82.1289978,2717110.25,0,19610.36914,1331.277954,0,347.8370056,592003.5625,347.8370056,592003.5625,160.6000061,486558,15.7495275063433
12,5,1.96,169.78,291.5,70.72,262.2479858,1728423.125,262.2479858,1728423.125,82.14900208,2696522.25,82.14900208,2696522.25,4038.676025,15448.75781,0,0,330.8959961,597233.5,330.8959961,597233.5,148.1999969,498211,15.6837996915941
12,6,2.3,172.22,291.79,81.02,261.1919861,1741420,261.1919861,1741420,120.3320007,2693854.25,120.3320007,2693854.25,9047.083008,10693.20703,0,0,337.1700134,547399.375,337.1700134,547399.375,140.3999939,510398,15.6786557756572
12,7,2.02,187.33,294.51,123.8,266.3829956,1729131.125,266.3829956,1729131.125,120.3239975,2704310.25,120.3239975,2704310.25,8881.724609,9866.080078,0,0,346.7059937,562010.875,346.7059937,562010.875,130.6999969,520373,14.4286842029916
12,8,1.54,205.15,296.61,274.03,268.0700073,1732823.25,268.0700073,1732823.25,115.8580017,2710621.5,115.8580017,2710621.5,0,10759.58496,0,0,350.7820129,550694.125,350.7820129,550694.125,137.1999969,503027,18.0271391739576
12,9,2,306.69,297.55,374.18,266.8909912,1728159.375,266.8909912,1728159.375,113.7779999,2695622,113.7779999,2695622,0,13207.49023,0,0,333.7919922,558112.625,333.7919922,558112.625,149.8000031,501000,23.3608084543029
12,10,2.78,309.93,298.93,443.55,275.9620056,1711566.375,275.9620056,1711566.375,118.435997,2697713.75,118.435997,2697713.75,0,22263.75781,0,0,307.5820007,801035.25,307.5820007,801035.25,163.3999939,485181,22.2302900406163
12,11,3.07,295.01,299.66,486.04,254.2039948,1437534.75,254.2039948,1437534.75,112.4169998,2574114.75,112.4169998,2574114.75,0,13375.45605,0,107693.9766,351.3800049,557214.25,351.3800049,557214.25,166.1999969,510749,18.2666170381308
12,12,3.86,271.02,299.59,595.1,278.4949951,1264716,278.4949951,1264716,105.5800018,2581587.5,105.5800018,2581587.5,3363.228027,3923.228027,126.1210022,47332.13281,346.2579956,577337.3125,346.2579956,577337.3125,170.3000031,520378,16.7634504921269
12,13,3.91,260.42,299.64,631.51,277.3919983,1286801.25,277.3919983,1286801.25,111.9319992,2661830.25,111.9319992,2661830.25,8584.638672,8261.463867,0,65647.84375,310.3309937,573557.1875,310.3309937,573557.1875,166.6999969,509672,19.1096477055664
12,14,4.34,244.65,299.3,649.02,277.9309998,1289830.5,277.9309998,1289830.5,110.2679977,2634137,110.2679977,2634137,7704.595215,11609.22363,0,73975.6875,331.1650085,573529.4375,331.1650085,573529.4375,150.8000031,521703,19.7766421387172
12,15,4.67,235.43,298.77,625.78,280.7640076,1298657.375,280.7640076,1298657.375,115.7590027,2632393.75,115.7590027,2632393.75,0,10734.18848,0,71190.69531,333.7210083,576719.25,333.7210083,576719.25,151.1999969,544426,16.0610201936331
12,16,4.73,232.99,298.32,592.32,276.2749939,1277205.25,276.2749939,1277205.25,118.0270004,2643665,118.0270004,2643665,0,8548.332031,0,69283.625,293.0329895,570036.875,293.0329895,570036.875,154.6999969,567996,15.5957815744517
12,17,5.51,220.2,297.74,614.26,280.1889954,1283928.25,280.1889954,1283928.25,109.5820007,2699316.25,109.5820007,2699316.25,0,6646.458008,0,65650.72656,336.4179993,579752.8125,336.4179993,579752.8125,158.6000061,559356,10.2621122941063
12,18,6.28,212.97,296.42,589.94,280.8359985,1277849.75,280.8359985,1277849.75,108.6959991,2676196.25,108.6959991,2676196.25,19.61899948,4892.923828,0,59818.69922,317.7839966,577605.8125,317.7839966,577605.8125,197.5,486842,6.61278970998665
12,19,5.22,211.66,294.03,251.28,281.9909973,1281280.375,281.9909973,1281280.375,118.973999,2524947.75,118.973999,2524947.75,5434.416016,11746.01953,0,59396.76563,320.1640015,565887.3125,320.1640015,565887.3125,63.29999924,515101,5.09190523131124
12,20,4.11,201.9,293.69,179.18,277.07901,1293341.375,277.07901,1293341.375,133.602005,2095810.375,133.602005,2095810.375,9369.392578,14892.91406,0,63881.60938,281.2709961,527490.6875,281.2709961,527490.6875,120.3000031,523382,5.45540862418519
12,21,4.59,201.06,293.36,201.74,275.5169983,1267315.625,275.5169983,1267315.625,152.1089935,2116867.75,152.1089935,2116867.75,7393.496094,17304.45508,0,70214.07031,305.3160095,580589.8125,305.3160095,580589.8125,150.6999969,489521,7.86790519858913
12,22,3.84,191.42,292.97,156.46,284.5650024,1264223.125,284.5650024,1264223.125,139.4499969,2205177.25,139.4499969,2205177.25,0,22148.89648,0,64579.44531,339.1520081,590984.4375,339.1520081,590984.4375,164,474572,9.0470050405686
12,23,2.97,181.37,292.64,112.15,287.6900024,1260035.875,287.6900024,1260035.875,142.5509949,2173368,142.5509949,2173368,0,23145.7207,0,61635.72656,306.4079895,584099.5625,306.4079895,584099.5625,160.3999939,493449,9.67970670080674
13,0,2.42,142.38,292.33,85.99,290.1300049,1257338.375,290.1300049,1257338.375,126.6650009,2418939.75,126.6650009,2418939.75,0,26812.09375,0,78939.60156,350.3359985,585651.5625,350.3359985,585651.5625,155.8999939,516910,11.3429061870696
13,1,1.84,89.19,292.71,71.97,298.4549866,1261315.75,298.4549866,1261315.75,146.8359985,2750411.25,146.8359985,2750411.25,39.23799896,30663.75,0,217255.7656,383.5750122,586679.875,383.5750122,586679.875,159.6999969,560365,15.1534048038787
13,2,0.45,116.49,293.07,53.36,303.6040039,1274394.875,303.6040039,1274394.875,126.7699966,2719482.5,126.7699966,2719482.5,5406.38916,25166.49609,0,255242.4531,334.1149902,563146.6875,334.1149902,563146.6875,167.1999969,602084,14.8081908898915
13,3,0.32,143.4,292.94,51.92,303.0190125,1285636.5,303.0190125,1285636.5,118.1740036,2726822.5,118.1740036,2726822.5,9190.021484,26587.56445,0,267435.8125,347.2460022,501849.4063,347.2460022,501849.4063,149.6000061,672595,14.6635896974432
13,4,0.99,75.95,292.81,53.78,295.9779968,1270350.625,295.9779968,1270350.625,124.9970016,2729307,124.9970016,2729307,6715.245117,20262.0293,0,199727.3594,385.0209961,462115.0938,385.0209961,462115.0938,155.5,680707,15.8444041780683
13,5,1.17,136.56,292.65,53.62,289.4750061,1252502.625,289.4750061,1252502.625,122.2860031,2729521.75,122.2860031,2729521.75,0,19007.19531,0,61721.72656,311.9379883,509792.3125,311.9379883,509792.3125,166.8999939,671233,15.7140916410003
13,6,2.58,176.86,292.27,89.46,292.0639954,1259804.25,292.0639954,1259804.25,122.3789978,2727408.75,122.3789978,2727408.75,0,16738.22266,0,92122.85156,304.480011,530331.5625,304.480011,530331.5625,160.3000031,679298,15.4226030712429
13,7,2.8,192.18,294.39,181.07,286.20401,1255589.875,286.20401,1255589.875,124.973999,2724590.5,124.973999,2724590.5,0,10325.53125,0,158287.8594,319.105011,592320.125,319.105011,592320.125,167.8999939,669796,14.5967187902635
13,8,2.77,201.73,296.89,275.49,289.3269958,1265983.375,289.3269958,1265983.375,120.6660004,2731932.75,120.6660004,2731932.75,16.81599998,18947.16797,0,184394.0469,321.6669922,599057.9375,321.6669922,599057.9375,174.6999969,522493,17.85738994804
13,9,1.95,254.46,298.31,368.06,283.8200073,1260248.25,283.8200073,1260248.25,126.012001,2723782,126.012001,2723782,4918.721191,18922.34766,0,197366.6094,317.7780151,604929.6875,317.7780151,604929.6875,162.6999969,471729,26.9855545511685
13,10,3.68,248.96,298.21,561.04,280.8609924,1257730.75,280.8609924,1257730.75,139.8760071,2690967.25,139.8760071,2690967.25,9038.674805,29626.52148,0,192767.0938,357.9490051,586686.875,357.9490051,586686.875,154.6000061,465576,27.958326209457
13,11,4.73,236.96,298.24,619.27,283.8940125,1257928.375,283.8940125,1257928.375,136.5509949,2608708.75,136.5509949,2608708.75,6146.298828,20059.43164,0,60639.47656,369.6119995,600712.25,369.6119995,600712.25,172.6000061,475869,21.8690728326032
13,12,5.69,225.36,298.69,646.42,289.4840088,1271962.125,289.4840088,1271962.125,137.1869965,2477612.5,137.1869965,2477612.5,0,10974.88086,0,201988.8281,355.3309937,597485.8125,355.3309937,597485.8125,173.6000061,473352,18.6175464142701
13,13,6.41,219.11,298.84,708.32,282.9639893,1267818,282.9639893,1267818,134.8990021,2121939.75,134.8990021,2121939.75,0,6704.178223,0,214533.125,405.1289978,637115.8125,405.1289978,637115.8125,159.8000031,467089,19.1839487135438
13,14,7.17,217.76,299.06,724.39,281.3909912,1284385.25,281.3909912,1284385.25,133.6190033,2032700,133.6190033,2032700,0,8232.026367,0,213897.0469,412.9869995,629915.375,412.9869995,629915.375,168.8000031,511346,14.1914925236792
13,15,7.75,216.68,298.8,736.07,288.0539856,1288921.5,288.0539856,1288921.5,125.3720016,2017409.5,125.3720016,2017409.5,156.951004,6505.043945,0,317887.125,377.3420105,614118.4375,377.3420105,614118.4375,169.6000061,518871,13.4096173012711
13,16,8.09,213.64,298.06,728.92,282.5020142,1272083.5,282.5020142,1272083.5,125.8389969,2093935.125,125.8389969,2093935.125,6235.984863,11571.70605,0,277705.9375,395.4779968,610614.125,395.4779968,610614.125,179.3999939,512080,11.6321085719662
13,17,7.9,206.49,297.31,708.89,277.5109863,1337197.75,277.5109863,1337197.75,135.6410065,1959453.875,135.6410065,1959453.875,9248.876953,18624.51172,0,39830.26172,370.7690125,543020.3125,370.7690125,543020.3125,180,505678,8.34228855721393
13,18,7.49,198.35,296.33,694.75,320.8160095,1680367.5,320.8160095,1680367.5,127.3779984,1936109.75,127.3779984,1936109.75,4901.904785,26232.00781,0,45155.51172,377.7529907,517375.0625,377.7529907,517375.0625,172.3999939,503023,7.5695580742492
13,19,6.89,200.45,293.62,366.02,332.4190063,1712313.375,332.4190063,1712313.375,137.5939941,2163056.25,137.5939941,2163056.25,0,26072.70117,0,39209.77344,343.1870117,556054.6875,343.1870117,556054.6875,177.1999969,501577,5.35481649030812
13,20,6.91,197.02,293.36,356.12,313.3599854,1749649.625,313.3599854,1749649.625,127.4079971,1991896.5,127.4079971,1991896.5,0,27494.3457,0,41927.80859,335.0490112,570527.625,335.0490112,570527.625,168.8999939,488173,4.9438747615717
13,21,6.8,195.05,292.97,327.91,313.20401,1797251.625,313.20401,1797251.625,125.8410034,2277374,125.8410034,2277374,0,32324.35352,0,336190.7188,308.7369995,536640.6875,308.7369995,536640.6875,155.6000061,494917,8.7612319329633
13,22,6.3,211.16,293,274.35,331.4330139,1822315.75,331.4330139,1822315.75,144.8200073,1887369.5,144.8200073,1887369.5,440.0220032,33015.26172,0,438452.6563,340.631012,558367.875,340.631012,558367.875,155,478169,11.517799328924
13,23,4.33,197.11,293.59,203.07,341.3930054,1847585,341.3930054,1847585,142.0180054,1874870.5,142.0180054,1874870.5,6552.688965,29755.81445,0,490210.75,405.4169922,599779.5625,405.4169922,599779.5625,160.8999939,469241,13.1798557227565
14,0,3.6,173.08,292.73,128.29,346.1809998,1925524.625,346.1809998,1925524.625,145.1390076,1837382.375,145.1390076,1837382.375,9192.823242,29265.77148,0,489446.5625,351.5209961,599313.25,351.5209961,599313.25,156,509747,15.3465874246198
14,1,3.01,173.84,292.35,107,370.95401,1986235.5,370.95401,1986235.5,147.0590057,1883750.625,147.0590057,1883750.625,4150.78418,30928.68555,877.2420044,502183.0625,391.9079895,590266.125,391.9079895,590266.125,144.1000061,613079,15.5512009696652
14,2,1.97,166.26,292.11,68.28,287.9460144,1936502,287.9460144,1936502,98.66100311,1888452.875,98.66100311,1888452.875,0,34219.87891,103.0009995,549709.125,359.1960144,603850.625,359.1960144,603850.625,166.1000061,643279,15.9307076565651
14,3,2.23,173.69,291.76,76.29,285.6090088,2122757,285.6090088,2122757,121.7740021,1883488,121.7740021,1883488,0,33919.15625,120.2450027,593093.75,391.6329956,600415.4375,391.6329956,600415.4375,166,635504,15.0996794596489
14,4,2.43,159.47,291.76,85.62,269.006012,2386548.75,269.006012,2386548.75,123.6940002,1900620.5,123.6940002,1900620.5,0,34154.07813,132.7850037,631576.25,324.7269897,578553.625,324.7269897,578553.625,172.8000031,642979,16.1347496553953
14,5,2.82,184.03,291.53,92.64,266.3609924,2491933.75,266.3609924,2491933.75,161.4629974,2012463.125,161.4629974,2012463.125,434.4169922,27075.875,137.1690063,620780.3125,318.3280029,584767.0625,318.3280029,584767.0625,169.6000061,570014,16.2176238566008
14,6,3.9,190.79,291.97,144.43,261.8970032,2485569.75,261.8970032,2485569.75,141.0590057,2147386.5,141.0590057,2147386.5,6530.268066,28900.98047,131.595993,646319.125,402.2279968,605417.8125,402.2279968,605417.8125,158.3000031,558946,16.1879034534099
14,7,3.24,193.15,295.07,217.82,258.2149963,2480981.25,258.2149963,2480981.25,101.9329987,2505692.75,101.9329987,2505692.75,9176.006836,28091.16992,182.0509949,667509.3125,427.5950012,542502.5,427.5950012,542502.5,157.5,566625,15.1031087369401
14,8,1.42,206.65,297.31,275.42,262.4890137,2488893,262.4890137,2488893,105.5820007,2712243,105.5820007,2712243,3811.657959,28640.66406,275.552002,701142.75,456.4219971,515759.7188,456.4219971,515759.7188,155.3999939,556374,16.272492293261
14,9,3.04,334.78,296.68,315.55,259.7829895,2432405.75,259.7829895,2432405.75,87.00900269,2623834,87.00900269,2623834,0,32070.96484,358.6690063,684984.625,434.8900146,517109.9063,434.8900146,517109.9063,156.1000061,618332,21.5272881959073
14,10,1.63,297.91,298.85,422.26,260.4909973,2343217,260.4909973,2343217,105.5479965,2342637.75,105.5479965,2342637.75,0,34961.39063,369.1889954,665707.875,437.144989,573063.3125,437.144989,573063.3125,152.3999939,560508,22.0325350501535
14,11,4.28,228.53,299.27,588.65,243.0890045,1842924.625,243.0890045,1842924.625,151.9850006,1739650.125,151.9850006,1739650.125,0,29380.63477,409.6749878,722900.3125,431.4049988,520523.3438,431.4049988,520523.3438,175.1999969,435179,20.2881760013307
14,12,4.65,228.28,299.52,572.48,249.7960052,1565162.625,249.7960052,1565162.625,159.8809967,1719804.375,159.8809967,1719804.375,308.29599,20846.73242,460.2319946,731551.9375,445.2200012,406819.5,445.2200012,406819.5,153.1000061,505622,19.5994628120019
14,13,5.26,226.4,299.2,590.17,310.5950012,1745336.5,310.5950012,1745336.5,166.427002,1682890.625,166.427002,1682890.625,6143.496094,10832.31152,455.9660034,815328.5,30.28800011,275755.6875,30.28800011,275755.6875,171.1000061,531354,16.5182571658016
14,14,5.65,235.25,298.99,589.19,289.0050049,1562040,289.0050049,1562040,163.5559998,1699682.75,163.5559998,1699682.75,9049.885742,9412.977539,468.6740112,885929.875,199.3240051,270834.4063,199.3240051,270834.4063,173.3000031,424707,14.6235814623784
14,15,4.72,229.89,298.87,572.75,315.4039917,1424165.625,315.4039917,1424165.625,128.3200073,1676362.125,128.3200073,1676362.125,2665.35791,11077.04492,476.8800049,889840.375,274.7659912,321087.625,274.7659912,321087.625,168.6000061,499501,12.1219236784016
14,16,3.71,220.02,299.03,543.72,327.8559875,1339550.375,327.8559875,1339550.375,127.0559998,1631843,127.0559998,1631843,0,7212.690918,478.821991,940628.8125,340.8739929,425265.875,340.8739929,425265.875,158,432357,10.8273715009496
14,17,4.16,215.57,297.66,532.22,312.1650085,1335076.5,312.1650085,1335076.5,134.7519989,1649183.75,134.7519989,1649183.75,0,11789.30957,534.6170044,793699.625,338.8439941,457815.1563,338.8439941,457815.1563,164.1999969,431919,11.0125524746779
14,18,4.48,208.38,296.6,477.97,304.2319946,1338934.75,304.2319946,1338934.75,128.6600037,1656636.875,128.6600037,1656636.875,0,18761.30859,510.7430115,665481,314.8680115,461543.2188,314.8680115,461543.2188,168.8999939,431386,8.56061921142438
14,19,5.64,207.29,293.47,271.13,322.2990112,1358043.875,322.2990112,1358043.875,132.8540039,1762942.375,132.8540039,1762942.375,1129.484009,18767.08008,510.9960022,672883,342.5950012,460892.1875,342.5950012,460892.1875,168.6000061,441513,4.27402259734487
14,20,5.71,202.17,293.13,268.03,308.6109924,1378576.125,308.6109924,1378576.125,129.7180023,1742477.875,129.7180023,1742477.875,7110.424805,19842.98242,492.2890015,698717.9375,366.2210083,470867.3438,366.2210083,470867.3438,147.5,410916,5.15020294526273
14,21,5.91,207.02,293.1,264.44,291.6679993,1672246.25,291.6679993,1672246.25,103.6549988,2169618.75,103.6549988,2169618.75,9153.585938,23576.88867,480.2149963,850621.9375,299.2669983,530565.75,299.2669983,530565.75,139.8000031,550951,9.05843596487281
14,22,3.89,195.01,292.96,156.32,321.1900024,1967288.375,321.1900024,1967288.375,87.27899933,2654755.75,87.27899933,2654755.75,2062.780029,27095.5,526.7589722,913977.75,307.5,541174.125,307.5,541174.125,151.3999939,622895,10.6713393841971
14,23,2.74,173.12,292.18,93.42,327.6430054,1960725.375,327.6430054,1960725.375,96.61799622,2733075.25,96.61799622,2733075.25,0,24899.25391,482.9129944,950569.875,426.7099915,595864.1875,426.7099915,595864.1875,157.3000031,644618,12.9455217745201
15,0,2.5,167.05,292.02,87.49,330.8039856,1968947.5,330.8039856,1968947.5,96.84500122,2710760.5,96.84500122,2710760.5,0,20877.90039,491.0039978,1006364.375,430.1650085,583223.625,430.1650085,583223.625,166,654236,14.6390132101891
15,1,1.34,157.9,291.94,55.84,325.8210144,1963574.875,325.8210144,1963574.875,98.8030014,2703591.5,98.8030014,2703591.5,0,19263.47266,527.4470215,954204.5,608.6619873,449613.0313,608.6619873,449613.0313,173.8999939,658986,15.5031910875876
15,2,1.04,108.23,292.62,51.59,268.3919983,2114077.25,268.3919983,2114077.25,106.4800034,2653750.25,106.4800034,2653750.25,1205.156982,20580.06641,501.0350037,864925.5625,492.4429932,480903.8125,492.4429932,480903.8125,156.8000031,665501,15.6169287844145
15,3,1,153.28,292.79,50.72,262.2479858,2376894.75,262.2479858,2376894.75,104.0979996,2665756.5,104.0979996,2665756.5,7155.268066,26279.91602,501.0559998,803185.9375,286.9609985,517252.375,286.9609985,517252.375,152.1999969,683269,15.0470972078495
15,4,1.85,182.73,291.8,65.09,254.2160034,2421923.5,254.2160034,2421923.5,81.56199646,2712942,81.56199646,2712942,9131.164063,21222.49023,507.3359985,752202.4375,261.7539978,759469.375,261.7539978,759469.375,147.8999939,688449,14.2177836495789
15,5,2.06,176.43,291.2,71.93,253.3000031,2435692,253.3000031,2435692,103.5849991,2664283.5,103.5849991,2664283.5,1687.218994,25979.19531,509.5969849,686529.1875,261.6289978,813853.0625,261.6289978,813853.0625,165.8000031,742662,14.5321340679447
15,6,2.74,189.78,291.55,92.8,254.7290039,2444233,254.7290039,2444233,98.97399902,2629586.75,98.97399902,2629586.75,0,21232.30273,532.9379883,701737.8125,326.8959961,797561.25,326.8959961,797561.25,173.6999969,764183,15.5552017931717
15,7,2.39,189.78,294.44,145.67,253.3580017,2406951.25,253.3580017,2406951.25,98.30899811,2692286.25,98.30899811,2692286.25,0,15958.42578,463.9530029,747349.875,276.6570129,870972.75,276.6570129,870972.75,177.1000061,822465,14.3023724894301
15,8,1.79,223.14,296.56,245.55,256.0780029,2453749,256.0780029,2453749,102.1190033,2665149.75,102.1190033,2665149.75,0,14952.94336,480.118988,748834.4375,453.0950012,788022.8125,453.0950012,788022.8125,176.1999969,694410,0
15,9,2.04,317.81,297.1,351.68,256.3779907,2466103,256.3779907,2466103,97.54499817,2649491.5,97.54499817,2649491.5,1034.192993,15728.7002,530.4619751,781142.0625,383.5289917,847995.9375,383.5289917,847995.9375,139.8999939,551339,25.8516068601907
15,10,1.99,268.95,298.47,512.03,254.6809998,2464059.75,254.6809998,2464059.75,109.0749969,2570402,109.0749969,2570402,6989.90918,13523.41113,534.6160278,795122.25,426.3800049,725669.1875,426.3800049,725669.1875,171.1000061,480512,17.976843107019
15,11,2.73,242.15,299.45,507.3,256.4859924,2420836,256.4859924,2420836,117.9629974,2126555.25,117.9629974,2126555.25,9105.94043,8975.459961,545.6539917,804486.375,391.6589966,735114.3125,391.6589966,735114.3125,176.5,489485,19.9115270455069
15,12,3.12,238.87,299.82,538.55,253.5789948,2422679.75,253.5789948,2422679.75,109.6930008,1952809,109.6930008,1952809,1182.734985,8458.866211,757.3339844,596138.5,335.3980103,770877.1875,335.3980103,770877.1875,173.8000031,503245,18.1591663496712
15,13,4.61,223.88,299.02,613.56,252.8470001,2448431.25,252.8470001,2448431.25,108.4919968,2062378.125,108.4919968,2062378.125,0,10121.20215,1221.42395,60578.29297,332.3880005,834921,332.3880005,834921,170.6999969,504436,16.5119701574343
15,14,4.83,228.95,298.76,601.83,250.1190033,2442998,250.1190033,2442998,99.58499908,2093993.375,99.58499908,2093993.375,0,13001.42969,1779.708008,106605.375,282.0310059,872057.1875,282.0310059,872057.1875,172.1999969,503297,16.7137259714036
15,15,5.21,221.83,298.41,639.24,245.0559998,2303353.75,245.0559998,2303353.75,91.50700378,2188700.75,91.50700378,2188700.75,0,15395.65625,8822.868164,237678.8438,311.223999,884820.4375,311.223999,884820.4375,174.8999939,492989,17.5716168404347
15,16,5.38,218.59,298.26,615.68,249.8249969,2308083.5,249.8249969,2308083.5,105.348999,2263882,105.348999,2263882,1998.317993,11186.13574,7222.532227,321548.3125,305.45401,886726,305.45401,886726,172.3999939,515758,18.3226285672214
15,17,5.11,215.16,297.73,570.79,253.3269958,2432957.75,253.3269958,2432957.75,105.1409988,1990094.25,105.1409988,1990094.25,7547.644043,9421.635742,129.6130066,353591,371.0769958,907831.875,371.0769958,907831.875,179.6999969,518083,18.1374475934932
15,18,5.48,207.45,296.39,540.25,258.5929871,2446166.5,258.5929871,2446166.5,95.80000305,2123672.25,95.80000305,2123672.25,8963.00293,10846.74219,143.8249969,400839.4375,366.82901,945742.375,366.82901,945742.375,184.1000061,530242,17.1578173806222
15,19,5.9,204.31,293.34,283.84,256.493988,2428271,256.493988,2428271,105.1959991,2126110.75,105.1959991,2126110.75,367.1520081,11014.12988,240.029007,419982.8438,413.3009949,964053.5625,413.3009949,964053.5625,172.1000061,532813,12.8769362286948
15,20,5.71,203.47,292.93,263.65,256.0629883,2422206,256.0629883,2422206,104.8150024,2315588.75,104.8150024,2315588.75,0,9523.799805,332.5490112,422216.5938,449.2200012,980635.875,449.2200012,980635.875,176.1999969,558569,10.1540900594315
15,21,6.12,201.39,292.91,299.95,258.17099,2454269,258.17099,2454269,107.7529984,2546007,107.7529984,2546007,0,12002.87402,496.1040039,446876.9063,421.303009,1001255,421.303009,1001255,172.5,603874,10.9822605252717
15,22,4.93,202.07,292.9,239.09,256.7950134,2441565.25,256.7950134,2441565.25,107.5619965,2677960.5,107.5619965,2677960.5,0,29678.4707,472.9289856,446702.5938,428.1220093,1058089.625,428.1220093,1058089.625,175,590132,11.9590330070666
15,23,3.06,190.02,292.45,111.49,262.8699951,2447462.25,262.8699951,2447462.25,107.5569992,2721035.25,107.5569992,2721035.25,2376.680908,27742.54102,455.7999878,456842.25,519.7260132,1032246.938,519.7260132,1032246.938,179.6000061,588413,14.3058017667213
16,0,2,162.89,291.92,72.4,277.7080078,2454072.5,277.7080078,2454072.5,113.6179962,2719460.25,113.6179962,2719460.25,7710.200195,28767.07031,392.9639893,463021.1875,502.9559937,1014520.875,502.9559937,1014520.875,183.1999969,590603,16.4908229474715
16,1,1.66,109.98,291.91,65.25,278.5220032,2462778.75,278.5220032,2462778.75,116.0469971,2717084.75,116.0469971,2717084.75,8710.760742,26476.74023,416.1570129,502992.2813,513.5139771,1037941.313,513.5139771,1037941.313,175.1000061,577984,17.5287508742939
16,2,1.39,117.75,292.32,57.14,257.7609863,2427199,257.7609863,2427199,112.4639969,2727927.75,112.4639969,2727927.75,196.1880035,25703.86914,510.6019897,559271,555.1339722,1046534.563,555.1339722,1046534.563,172.3000031,547402,17.3292812451854
16,3,0.98,155.98,292.66,54.7,257.618988,2445693.25,257.618988,2445693.25,114.7509995,2729450.75,114.7509995,2729450.75,0,23061.44922,499.7130127,600596.25,577.2579956,1074249,577.2579956,1074249,167.6999969,590282,17.4498774965949
16,4,2.01,192.76,291.78,71,252.8809967,2422407.25,252.8809967,2422407.25,114.9520035,2713199.75,114.9520035,2713199.75,0,22154.66797,495.4609985,616686.8125,569.5120239,1064269.25,569.5120239,1064269.25,180.3000031,596224,17.7688002846824
16,5,2.53,170.58,291.53,86.92,254.1640015,2433102.5,254.1640015,2433102.5,111.1259995,2669929,111.1259995,2669929,0,22032.30078,522.473999,654664.25,609.3209839,1009433.375,609.3209839,1009433.375,171.1999969,606035,17.6133397141451
16,6,2.87,183.8,291.35,94.62,250.2720032,2435080.5,250.2720032,2435080.5,105.6729965,2637858.75,105.6729965,2637858.75,1998.317993,20271.26367,501.1489868,643747.6875,638.1970215,963261.375,638.1970215,963261.375,169.8000031,601961,17.5607574623457
16,7,2.37,194.59,294.23,143.8,247.7769928,2427212.75,247.7769928,2427212.75,108.625,2640862.75,108.625,2640862.75,7457.958008,17030.86328,483.2789917,635097.1875,651.8629761,969836.25,651.8629761,969836.25,170.1999969,584417,17.8425297464445
16,8,1.9,212.85,296.27,260.03,248.072998,2441710.5,248.072998,2441710.5,122.177002,2657332.25,122.177002,2657332.25,8416.477539,14368.24023,478.7619934,631460.8125,582.6380005,1037257.938,582.6380005,1037257.938,165.8000031,568555,17.8848241663701
